Transaction_ID,Product_ID,Date,Quantity_Sold,Unit_Price,Discount_Percent,Final_Price,Sales_Channel,index,_temp
T022480,P0496,2024-11-15,1,52.34,0,52.34,Store_A,22479,
T025547,P0560,2024-02-15,1,27.38,0,27.38,Store A,25546,
T015033,P0334,2024-07-13,1,26.21,20,20.97,Store_A,15032,
T010480,P0232,2024/10/20,1,61.16,10,55.04,Store_B,10479,
T007926,P0179,07/02/2024,1,49.7,30,34.79,Store_A,7925,
T032096,P0705,03-Sep-2024,1,57.76,10,51.98,Store_C,32095,
T014282,P0317,2023-12-24,1,22.45,20,17.96,Store_B,14281,
T031138,P0684,2024-06-14,1,66.05,20,52.84,Store_B,31137,
T013944,P0310,2024-10-10,1,57.32,0,57.32,STORE_A,13943,
T008743,P0197,2023-08-31,2,65.27,0,65.27,Store_C,8742,
T002320,P0053,2023-04-19,1,133.62,0,133.62,Store_A,2319,
T021141,P0468,2023-04-20,1,56.04,0,56.04,Online,21140,
T000698,P0016,2024-09-14,1,83.17,0,83.17,Store_C,697,
T015248,P0340,2023/08/08,2,50.31,0,50.31,Store_B,15247,
T019289,P0425,2024-11-25,3,43.87,20,35.1,ONLINE,19288,
T033445,P0734,31-Aug-2023,1,26.75,20,21.4,Store_B,33444,
T015943,P0355,2024-02-27,2,49.58,0,49.58,Store_C,15942,
T022268,P0492,2024-06-25,1,34.96,10,31.46,Store_B,22267,
T009406,P0210,2023-11-05,1,112.48,10,101.23,Online,9405,
T022060,P0488,2023-09-15,1,138.58,0,138.58,Store_A,22059,
T017546,P0388,2023-12-05,1,80.06,30,56.04,Store A,17545,
T014083,P0313,2024-03-18,1,57.79,0,57.79,Store_C,14082,
T007421,P0167,2024-06-16,1,35.53,10,31.98,Store_A,7420,
T030270,P0664,2024-05-22,1,100.96,0,100.96,Store_C,30269,
T021914,P0484,2024-04-26,2,127.96,20,102.37,ONLINE,21913,
T015827,P0352,2024-09-15,1,61.83,0,61.83,Store_C,15826,
T013337,P0297,2024-02-04,1,47.69,30,33.38,ONLINE,13336,
T001377,P0030,2024-10-06,1,105.58,20,84.46,STORE_C,1376,
T021621,P0478,2024-10-01,2,55.34,10,49.81,Store_A,21620,
T029709,P0652,2024-04-21,1,122.89,0,122.89,Store_A,29708,
T034989,P0770,2023-06-29,1,66.76,20,53.41,Store_B,34988,
T018725,P0413,11/05/2024,1,24.47,20,19.58,Store_C,18724,
T004199,P0093,2023-06-17,1,66.92,20,53.54,Online,4198,
T004783,P0108,2023/04/19,1,108.56,30,75.99,Store_C,4782,
T017856,P0394,2024-12-08,1,57.78,20,46.22,Store_B,17855,
T012381,P0277,2023/11/07,1,93.32,10,83.99,Store_A,12380,
T005333,P0121,2023-03-25,1,25.62,0,25.62,Store_A,5332,
T018772,P0415,2023-10-23,2,38.94,0,38.94,Store_B,18771,
T011666,P0259,2024-06-19,1,52.1,10,46.89,Online,11665,
T022141,P0490,2024-08-04,1,33.79,0,33.79,,22140,
T025214,P0552,2023-08-04,1,49.4,30,34.58,StoreB,25213,
T033586,P0738,2024-11-26,2,66.1,10,59.49,Online,33585,
T015799,P0351,2023-05-10,1,18.18,30,12.73,Store_B,15798,
T021822,P0482,2023-05-28,1,46.39,10,41.75,Store_B,21821,
T024956,P0548,2024-05-01,1,37.62,0,37.62,Online,24955,
T005206,P0118,2023-04-15,1,22.0,0,22.0,Store_C,5205,
T004602,P0105,2023-09-09,1,51.72,0,51.72,Store_B,4601,
T031070,P0683,2024-05-02,2,79.56,20,63.65,ONLINE,31069,
T029949,P0656,2024-10-25,1,45.11,20,36.09,Online,29948,
T023937,P0525,2024-05-09,1,84.56,0,84.56,Store_A,23936,
T029192,P0640,2024-04-09,2,52.42,0,52.42,,29191,
T035883,P0791,2023-11-05,2,139.98,20,111.98,StoreA,35882,
T022811,P0503,2024-09-23,1,73.66,0,73.66,Store_C,22810,
T027500,P0603,2024-06-10,1,75.27,20,60.22,Store_C,27499,
T001919,P0044,2024-05-30,1,50.19,30,35.13,Store_A,1918,
T010953,P0244,2024-09-17,1,71.37,0,71.37,Store_A,10952,
T004192,P0093,2023-05-16,1,66.92,0,66.92,Online,4191,
T013629,P0302,2024-11-24,2,47.28,30,33.1,store_c,13628,
T000914,P0021,2023-09-04,1,50.05,0,50.05,,913,
T019183,P0423,2024-06-20,1,26.27,30,18.39,STORE_A,19182,
T004062,P0090,2023-11-16,1,119.66,20,95.73,Store_B,4061,
T006621,P0148,12/26/2023,2,26.72,30,18.7,Store_B,6620,
T034899,P0769,2023-09-24,2,19.04,0,19.04,Store_C,34898,
T008799,P0198,2024-10-26,1,122.9,0,122.9,Online,8798,
T014429,P0320,28-Oct-2024,2,92.24,30,64.57,Store_A,14428,
T018494,P0409,2023-05-29,1,25.36,20,20.29,Store_A,18493,
T014130,P0314,2024-09-14,4,60.61,0,60.61,Online,14129,
T016089,P0357,2024-05-23,1,35.61,20,28.49,Store_C,16088,
T001687,P0038,2024-08-01,1,96.74,0,96.74,Store_C,1686,
T018072,P0400,2023-05-16,1,34.94,0,34.94,Online,18071,
T005851,P0132,2023-11-16,1,65.08,10,58.57,Online,5850,
T033274,P0731,2023-03-15,1,25.89,0,25.89,Store_B,33273,
T013572,P0301,2023-12-22,1,95.65,10,86.09,Store_B,13571,
T022549,P0498,2023-10-16,1,45.37,0,45.37,Store_B,22548,
T000595,P0013,2024-05-23,1,32.0,30,22.4,Online,594,
T026469,P0581,2024-11-02,1,49.07,0,49.07,Store_B,26468,
T022171,P0490,2024-12-26,1,33.79,30,23.65,StoreB,22170,
T023183,P0510,2023-08-26,1,30.29,20,24.23,Store_B,23182,
T033348,P0732,2024-09-17,1,69.97,20,55.98,Store_B,33347,
T018404,P0407,2023-05-14,1,93.79,0,93.79,Store_A ,18403,
T026063,P0571,2024-10-07,2,57.69,0,57.69,Online,26062,
T020978,P0463,2023-11-25,1,66.89,20,53.51,Online,20977,
T017159,P0379,2024-12-28,1,99.23,20,79.38,StoreA,17158,
T008988,P0202,2024-06-11,1,63.15,20,50.52,Store_A,8987,
T011930,P0266,2023-09-04,1,30.32,10,27.29,Online,11929,
T014551,P0324,2023-03-04,3,56.49,0,56.49,online,14550,
T032466,P0714,2024-03-02,1,23.77,0,23.77,Store_A,32465,
T007538,P0170,2023-11-03,1,39.27,0,39.27,Online,7537,
T030230,P0663,2023-11-22,1,110.78,10,99.7,STORE_A,30229,
T035370,P0778,2024-04-10,1,66.06,20,52.85,Store_B,35369,
T035802,P0789,2023-09-29,1,51.37,10,46.23,Store_C,35801,
T027604,P0605,2024-12-05,1,25.99,30,18.19,Store_B,27603,
T028211,P0619,2024-03-05,1,22.31,0,22.31,Store A,28210,
T010745,P0238,2023-05-29,1,62.52,10,56.27,ONLINE,10744,
T020743,P0458,2023-05-28,1,49.08,30,34.36,Online,20742,
T025895,P0568,2024-03-14,1,41.46,0,41.46,Store_B,25894,
T009702,P0217,2023-05-13,1,55.64,30,38.95,Online,9701,
T007106,P0161,2023-11-05,1,39.6,30,27.72,Store_C,7105,
T024079,P0528,2023-03-08,1,36.87,0,36.87, Online,24078,
T034212,P0753,2023-11-04,1,59.86,10,53.87,Store_B,34211,
T013600,P0302,2024-09-24,2,47.28,0,47.28,Online,13599,
T022915,P0505,2023-05-02,1,29.38,20,23.5,Store_B,22914,
T025026,P0549,2023-05-05,1,52.15,10,46.94,Store_C,25025,
T000723,P0016,2024-11-09,1,83.17,10,74.85,Store_B,722,
T025860,P0566,2023-04-24,2,68.6,0,68.6,Online,25859,
T016178,P0359,2024-09-02,3,25.04,0,25.04,Store_A,16177,
T026529,P0582,2024-06-13,1,61.84,20,49.47,Store_A,26528,
T012772,P0284,2024-05-31,1,55.79,30,39.05,Store_B,12771,
T022359,P0494,2023-10-10,1,51.62,0,51.62,Store_C,22358,
T025033,P0549,2023-05-18,2,52.15,20,41.72,Store_A,25032,
T012255,P0275,2024-03-05,2,45.87,0,45.87,Online,12254,
T022700,P0500,2024-09-09,1,43.25,20,34.6,Online,22699,
T003068,P0069,2024-04-24,2,57.94,0,57.94,Online,3067,
T032942,P0723,2024-11-29,3,83.76,30,58.63,Store_C,32941,
T006684,P0151,2023-09-02,1,52.09,0,52.09,Store_C,6683,
T011046,P0246,2023-03-05,1,24.06,0,24.06,Store_A,11045,
T020483,P0453,2023-10-09,1,32.97,0,32.97,Store_B,20482,
T028847,P0633,2023-08-29,1,40.34,0,40.34,Store_B,28846,
T036216,P0798,2024-08-01,1,82.17,30,57.52,Store_A,36215,
T023869,P0523,2024-11-24,1,103.4,10,93.06,Store_C,23868,
T018055,P0400,2023-03-24,2,34.94,0,34.94,Online,18054,
T005621,P0127,2023-09-30,2,40.59,10,36.53,Store_B,5620,
T021548,P0476,2023-07-23,1,21.46,20,17.17,Store_A,21547,
T004455,P0101,2023-08-12,1,58.05,0,58.05,Store_B,4454,
T006220,P0140,05-May-2023,1,49.99,10,44.99,Store_C,6219,
T004150,P0092,2023-11-27,1,29.34,30,20.54,Store_B,4149,
T018114,P0401,2023-05-12,1,55.65,20,44.52,Store C,18113,
T016400,P0363,2024-03-05,1,80.8,0,80.8,StoreA,16399,
T006238,P0140,2023-10-01,1,49.99,10,44.99,Online,6237,
T028155,P0617,2024-03-15,3,35.17,0,35.17,Store_C,28154,
T023203,P0511,2024-04-09,1,35.63,0,35.63,Store A,23202,
T035492,P0781,2023-11-12,1,53.68,30,37.58,Store_B,35491,
T001114,P0025,2023-08-21,1,79.81,0,79.81,store_a,1113,
T020146,P0444,2023-08-29,1,62.11,30,43.48,Store_A,20145,
T016441,P0364,10-Mar-2024,1,74.83,0,74.83,Store_A,16440,
T008937,P0201,2024-12-05,1,51.0,10,45.9,Store_C,8936,
T020479,P0453,2023-09-17,2,32.97,0,32.97,Store_A,20478,
T004214,P0094,03/06/2023,1,54.81,0,54.81,Online ,4213,
T001143,P0025,2024-01-19,1,79.81,20,63.85,Store_A,1142,
T010244,P0228,2024-06-14,1,35.31,20,28.25,Online,10243,
T027576,P0605,2024-09-10,1,25.99,0,25.99,Unknown,27575,
T001494,P0034,2024-09-16,2,63.14,0,63.14,Store_C,1493,
T004019,P0089,2023-11-19,1,17.91,0,17.91,Online ,4018,
T002159,P0049,2023-07-25,1,39.99,30,27.99,Store_A,2158,
T008003,P0181,2024-10-06,1,19.4,0,19.4,Online,8002,
T033896,P0745,2024-03-29,1,35.34,0,35.34,STORE_B,33895,
T017265,P0382,2024-09-09,1,74.43,0,74.43,Store_A,17264,
T034539,P0761,2024-05-22,1,28.93,10,26.04,StoreB,34538,
T015351,P0342,2023-12-21,1,35.64,30,24.95,Store_A,15350,
T011403,P0254,2024-04-03,1,47.57,0,47.57,Store_C,11402,
T008926,P0201,2024-10-31,1,51.0,0,51.0,Store_A,8925,
T012755,P0284,19-Mar-2024,1,55.79,0,55.79,STORE_C,12754,
T016770,P0371,2024-09-03,1,58.91,0,58.91,Store_C,16769,
T009696,P0217,2023-04-11,1,55.64,0,55.64,Store_B,9695,
T012468,P0278,2023-08-24,1,43.23,30,30.26,store_b,12467,
T032115,P0706,2023-10-14,2,87.39,0,87.39,Store_A,32114,
T008896,P0200,05/17/2023,1,54.44,20,43.55,Store_C,8895,
T032567,P0716,2023-09-02,3,62.25,0,62.25,Store_C,32566,
T033988,P0747,2024-10-01,1,74.97,0,74.97,Online,33987,
T028480,P0625,2023-10-24,2,58.71,30,41.1,Store A,28479,
T020855,P0460,2023-11-24,1,54.7,20,43.76,OnLine,20854,
T018708,P0413,2024-09-27,1,24.47,0,24.47,Store_A,18707,
T000590,P0013,2024-05-03,1,32.0,20,25.6,Store_C,589,
T005379,P0121,2023-09-09,1,25.62,30,17.93,Online,5378,
T006192,P0139,2024-11-06,1,76.09,30,53.26,Store B,6191,
T000003,P0001,2024-02-24,1,30.75,0,30.75,Store_B,2,
T003088,P0069,2024-06-22,1,57.94,10,52.15,Online,3087,
T021886,P0483,2024-10-27,2,87.05,10,78.34,store_a,21885,
T002834,P0064,2023-05-26,1,68.17,10,61.35,Store_A,2833,
T034996,P0770,2023-08-15,1,66.76,20,53.41,STORE_C,34995,
T028099,P0616,2023-05-08,1,71.77,0,71.77,Store_A,28098,
T024639,P0541,2023/03/31,1,61.01,0,61.01,Store_B,24638,
T030939,P0679,2024-12-05,1,41.32,10,37.19,Store_A,30938,
T017145,P0379,2024-11-03,1,99.23,20,79.38,STORE_B,17144,
T033027,P0725,2024-10-27,1,45.93,0,45.93,Online,33026,
T013539,P0301,2023-08-15,2,95.65,0,95.65,Store_A,13538,
T009710,P0217,2023-06-25,1,55.64,20,44.51,Online,9709,
T003103,P0070,2023-02-27,2,105.67,0,105.67,,3102,
T034013,P0748,2023-09-03,1,73.12,0,73.12, Online,34012,
T017846,P0394,2024-10-10,2,57.78,30,40.45,store_a,17845,
T032508,P0714,2024-06-19,1,23.77,20,19.02,Store_A,32507,
T009709,P0217,2023-06-10,1,55.64,10,50.08,STORE_C,9708,
T008145,P0184,2024-06-06,2,35.9,20,28.72,Online,8144,
T013449,P0299,2024-06-30,1,74.8,30,52.36,Store_A,13448,
T007799,P0175,2024-03-17,1,29.8,30,20.86,Store_B,7798,
T007001,P0158,2023-04-29,1,36.76,0,36.76,Store_A,7000,
T012154,P0272,2024-08-19,1,32.71,0,32.71,Store_B,12153,
T005626,P0127,2023-10-15,1,40.59,10,36.53,Online,5625,
T026887,P0590,2023-09-15,1,68.04,0,68.04,Store_C,26886,
T033844,P0743,2024-07-15,1,51.65,10,46.48,Store_A,33843,
T015548,P0346,2023-09-16,1,90.28,0,90.28,Store_C,15547,
T005536,P0126,2024-09-12,2,43.05,0,43.05,Store_C,5535,
T014712,P0328,2024-09-08,1,45.15,0,45.15,Online,14711,
T014811,P0330,2023-03-17,2,30.27,0,30.27,Store_B,14810,
T024301,P0533,2024-11-25,1,50.35,30,35.24,Online,24300,
T000944,P0021,2023-11-29,1,50.05,30,35.03,Store_A,943,
T003827,P0085,2023-05-03,1,30.35,10,27.32,Store_C,3826,
T008118,P0184,2024-03-15,1,35.9,0,35.9,Store_A,8117,
T010135,P0226,2024-04-13,1,35.61,0,35.61,STORE_B,10134,
T023273,P0512,2024-09-09,1,34.89,0,34.89,Store_A,23272,
T023363,P0514,2023-03-01,1,67.9,0,67.9,Store_B,23362,
T017062,P0378,2023-02-10,1,51.9,0,51.9,Store_C,17061,
T030467,P0669,2024-11-08,1,40.99,30,28.69,Store_C,30466,
T022409,P0495,2023-10-01,1,52.0,0,52.0,Store_C,22408,
T004486,P0101,2023/10/25,1,58.05,20,46.44,Store_B,4485,
T011215,P0249,2024-04-19,1,77.09,30,53.96,Store_A,11214,
T013430,P0299,2024-03-30,1,74.8,0,74.8,Online ,13429,
T016211,P0359,2024-11-11,1,25.04,10,22.54, Online,16210,
T016724,P0370,2023-10-13,1,45.53,0,45.53,Store_B,16723,
T014232,P0316,2024-12-01,1,96.92,10,87.23,STORE_C,14231,
T012851,P0286,2023-04-13,2,75.85,0,75.85,Online,12850,
T008131,P0184,2024-04-18,1,35.9,0,35.9,Online,8130,
T014067,P0312,2024-11-18,1,50.25,30,35.17,Online,14066,
T007841,P0176,2023-08-17,1,82.44,10,74.2,Online,7840,
T011370,P0253,2023-05-15,1,46.69,0,46.69,Store_B,11369,
T035738,P0788,2024-11-26,1,50.96,10,45.86,Store_A,35737,
T004351,P0098,2024-08-22,2,84.52,0,84.52,store_b,4350,
T025310,P0554,2024-10-28,1,49.5,0,49.5,Store_A,25309,
T027191,P0597,2023-03-27,3,94.14,0,94.14,Online,27190,
T025308,P0554,2024-10-21,1,49.5,0,49.5,Online,25307,
T015359,P0342,2024-02-17,1,35.64,10,32.08,Store_C,15358,
T014366,P0319,2023-10-08,1,33.69,0,33.69,Online,14365,
T035331,P0778,2023-10-27,1,66.06,0,66.06,Store_C,35330,
T017714,P0391,2024-09-16,2,58.87,30,41.21,Store_C,17713,
T033082,P0726,2024-12-09,1,42.05,30,29.43,Store_B,33081,
T017112,P0379,2024-08-22,2,99.23,0,99.23,Store A,17111,
T013022,P0291,2023-09-06,1,30.31,0,30.31,Store_C,13021,
T035821,P0790,2023/04/30,1,52.38,0,52.38,Store_B,35820,
T019005,P0420,2023/12/07,1,66.33,10,59.7,Online,19004,
T009356,P0209,2023-05-29,1,64.64,30,45.25,Online,9355,
T030708,P0674,2024-05-23,1,87.44,20,69.95,Store_B,30707,
T027783,P0610,2023-02-18,2,32.37,0,32.37,Store_A,27782,
T018546,P0410,2023-11-26,1,32.58,20,26.06,Store_B,18545,
T010346,P0230,2024-10-07,1,47.73,30,33.41,Store_C,10345,
T029685,P0651,2024-11-01,1,47.91,0,47.91,Online,29684,
T024500,P0538,10/13/2023,1,79.66,0,79.66,Online,24499,
T034875,P0768,2023-12-26,1,49.77,20,39.82,Store_C,34874,
T006661,P0150,2024-04-18,1,61.93,0,61.93,Store_C,6660,
T021494,P0475,2024-10-15,1,81.19,0,81.19,Store_A,21493,
T002189,P0050,2023-10-22,1,66.41,0,66.41,Store_A,2188,
T018604,P0411,2023-07-12,1,19.78,30,13.85,Store_A,18603,
T032066,P0705,2024-04-29,2,57.76,0,57.76,Store_C,32065,
T000981,P0022,2024-04-12,1,29.02,0,29.02,Online,980,
T004057,P0090,2023-10-15,1,119.66,0,119.66,Online,4056,
T019343,P0426,2024-12-29,1,51.96,10,46.76,Store_B,19342,
T004680,P0106,2024-01-06,1,103.3,10,92.97,Online,4679,
T006255,P0141,2023-05-27,1,59.63,30,41.74,Store_B,6254,
T016002,P0356,2023-03-13,2,77.82,0,77.82,StoreB,16001,
T000282,P0007,2023-05-13,1,35.1,0,35.1,store_b,281,
T000727,P0016,2024-11-24,1,83.17,20,66.54,Store_A ,726,
T025159,P0551,2024-06-04,1,75.95,10,68.36,Store_C,25158,
T035470,P0781,2023-09-08,1,53.68,0,53.68,Store_A,35469,
T005178,P0117,2024-10-21,1,43.75,20,35.0, Online,5177,
T004613,P0105,2023/10/07,1,51.72,0,51.72,Store_A,4612,
T034259,P0754,2024-04-11,1,34.76,10,31.28,Online,34258,
T026562,P0583,2023-03-19,1,79.91,0,79.91,Online,26561,
T003349,P0074,2023-11-22,1,65.99,20,52.79,Store_A,3348,
T003904,P0087,2024/09/20,1,75.24,0,75.24,Store_C,3903,
T032213,P0708,2023-05-15,1,45.69,0,45.69,StoreB,32212,
T016001,P0356,2023-03-11,1,77.82,0,77.82,Store_C,16000,
T027566,P0605,2024-08-21,1,25.99,0,25.99,Store_B,27565,
T010078,P0225,2023-03-27,1,89.49,0,89.49,StoreC,10077,
T035608,P0784,2024-06-03,1,87.32,30,61.12,Store_A,35607,
T012064,P0269,2024-09-03,1,51.29,20,41.03,Online,12063,
T014391,P0319,2024-01-15,1,33.69,10,30.32,Store_B,14390,
T021911,P0484,2024-04-12,3,127.96,20,102.37,Store_C,21910,
T004824,P0109,2023-04-19,1,23.19,0,23.19,Store_A,4823,
T008439,P0190,2023-02-21,1,45.39,0,45.39,Store_C,8438,
T014373,P0319,2023-10-23,1,33.69,10,30.32,Store_A,14372,
T002478,P0055,2024-04-12,1,74.31,30,52.02,Store_C,2477,
T030863,P0678,2023-04-19,1,55.62,10,50.06,store_c,30862,
T000667,P0015,2023-11-30,1,74.69,30,52.28,Store_B,666,
T005244,P0118,10/01/2023,1,22.0,10,19.8,Online,5243,
T011037,P0246,2023-02-14,2,24.06,0,24.06,Online,11036,
T034925,P0769,2023-11-21,1,19.04,10,17.14,Online,34924,
T022533,P0498,2023-08-30,2,45.37,0,45.37,Store_B,22532,
T015420,P0344,2023-09-16,1,43.08,0,43.08,Unknown,15419,
T030785,P0676,2024-03-29,1,44.25,0,44.25,Store_C,30784,
T028883,P0633,2024-01-01,1,40.34,30,28.24,Online,28882,
T034223,P0753,2024-02-28,1,59.86,30,41.9,Store_A,34222,
T018995,P0420,2023-10-20,1,66.33,0,66.33,Store_A,18994,
T013136,P0293,2024-07-22,1,125.17,30,87.62,Store_A,13135,
T035280,P0777,2024-10-04,1,99.52,0,99.52,Store_C,35279,
T020810,P0459,2023-09-10,1,69.25,10,62.33,Online,20809,
T006791,P0153,2024-12-02,1,92.52,20,74.02,Store_B,6790,
T031573,P0694,2023-09-09,1,58.04,0,58.04,Store_A,31572,
T005391,P0122,2023-02-20,1,80.82,0,80.82,store_a,5390,
T011176,P0248,2023-10-22,1,43.29,20,34.63,Online,11175,
T002345,P0053,2023-10-23,1,133.62,10,120.26,Store_B,2344,
T013783,P0306,2024-07-19,1,41.38,20,33.1,Online,13782,
T006856,P0154,29-Feb-2024,2,58.53,20,46.82,Store_C,6855,
T024755,P0543,2024-06-29,1,82.48,10,74.23,Store_C,24754,
T014105,P0313,2024-05-27,1,57.79,10,52.01,Store_A ,14104,
T018018,P0398,2023-09-24,1,65.52,10,58.97,Store_A,18017,
T000471,P0010,2024-09-04,1,67.99,10,61.19,Store_A ,470,
T030315,P0665,2023-09-27,1,39.23,0,39.23,Online,30314,
T007016,P0158,2023-08-22,1,36.76,20,29.41,Store_B,7015,
T016629,P0368,2024-09-21,1,21.21,0,21.21,Store_A,16628,
T021020,P0464,2023-07-03,1,79.04,30,55.33,Store_B,21019,
T011185,P0249,2023-10-03,1,77.09,0,77.09,store_c,11184,
T027561,P0605,08/11/2024,1,25.99,0,25.99,Store_C,27560,
T011568,P0257,2023-11-04,1,44.37,0,44.37,Store_C,11567,
T030091,P0660,2023-08-21,2,29.16,0,29.16,Store_C,30090,
T007003,P0158,2023-05-07,1,36.76,10,33.08,Online,7002,
T019008,P0420,12/22/2023,1,66.33,10,59.7,Store_C,19007,
T014794,P0330,2023-02-20,2,30.27,0,30.27,Store_C,14793,
T013829,P0308,2023-03-07,1,45.65,0,45.65,Store_A,13828,
T005764,P0130,2023-07-10,1,96.1,20,76.88,Store_A,5763,
T002158,P0049,07/21/2023,1,39.99,30,27.99,STORE_C,2157,
T008729,P0197,2023-08-09,1,65.27,0,65.27,Store_A,8728,
T026454,P0581,09/30/2024,2,49.07,0,49.07,,26453,
T018256,P0404,08-Jun-2024,1,22.27,10,20.04,store_a,18255,
T012883,P0287,2024-08-19,1,81.05,0,81.05,store_c,12882,
T022021,P0487,2024-04-20,1,83.88,0,83.88,Store_C,22020,
T003358,P0074,2024-01-03,2,65.99,20,52.79,ONLINE,3357,
T034124,P0751,2024-11-04,1,74.18,0,74.18,Store_C,34123,
T030730,P0674,2024-10-18,1,87.44,10,78.7,,30729,
T002204,P0050,2023-12-18,1,66.41,20,53.13,Online,2203,
T001977,P0045,2024-06-26,2,84.6,20,67.68,Store_C,1976,
T034905,P0769,2023-10-07,1,19.04,0,19.04,Online,34904,
T022656,P0500,2024-04-14,2,43.25,0,43.25,Online,22655,
T004665,P0106,2023-11-17,1,103.3,30,72.31,Store_A,4664,
T022266,P0492,2024-06-08,1,34.96,20,27.97,Store_A,22265,
T024528,P0538,2024-01-16,1,79.66,10,71.69,Store_B,24527,
T014357,P0319,2023-09-23,1,33.69,0,33.69,Store_B,14356,
T015578,P0346,2023-12-27,1,90.28,10,81.25,Store_C,15577,
T024514,P0538,2023-11-22,2,79.66,30,55.76,Store_A ,24513,
T016958,P0376,2023-09-01,2,45.86,0,45.86,Online ,16957,
T017984,P0398,2023-03-23,1,65.52,0,65.52,Store_C,17983,
T003150,P0070,2023-06-08,2,105.67,30,73.97,Store_A,3149,
T034641,P0763,2023-12-07,1,28.41,10,25.57,Online,34640,
T019245,P0424,2024-11-13,1,33.54,10,30.19,ONLINE,19244,
T015625,P0347,20-Jun-2024,1,94.11,30,65.88,Store_B,15624,
T019561,P0431,2024-10-14,1,24.73,20,19.78,Store A,19560,
T031817,P0699,2024-10-27,1,50.81,0,50.81,Online,31816,
T029518,P0648,2023-10-02,2,38.9,0,38.9,Store_B,29517,
T015839,P0352,2024-11-20,1,61.83,10,55.65,Store_C,15838,
T010479,P0232,2024-10-15,1,61.16,20,48.93,Store_B,10478,
T014114,P0313,12-Jun-2024,1,57.79,30,40.45,Store_C,14113,
T031649,P0696,2023-04-09,1,41.95,0,41.95,store_a,31648,
T001138,P0025,2023-11-15,1,79.81,10,71.83,Store_A,1137,
T004587,P0104,2024-08-14,1,44.18,20,35.34,Store_C,4586,
T010993,P0245,2024-08-19,1,99.23,0,99.23,Store C,10992,
T023269,P0512,2024-09-05,3,34.89,0,34.89,Store_B,23268,
T011287,P0251,2024-01-04,1,68.9,20,55.12,Store C,11286,
T009211,P0206,2024-05-20,1,36.92,0,36.92,Store_A,9210,
T018921,P0418,2024-11-30,1,41.11,10,37.0,,18920,
T008060,P0182,2023-12-09,2,136.65,20,109.32,Store_B,8059,
T027293,P0599,2024-11-20,1,96.43,10,86.79,online,27292,
T019181,P0423,2024-06-17,1,26.27,20,21.02,Store_B,19180,
T031143,P0684,2024-07-18,2,66.05,20,52.84,Online,31142,
T029014,P0636,2023-10-16,1,87.08,0,87.08,,29013,
T001541,P0035,2024-08-10,1,36.31,0,36.31,Store_B,1540,
T028422,P0624,2024-10-04,1,74.4,0,74.4,Store_B,28421,
T014112,P0313,2024-06-10,1,57.79,30,40.45,Store_B,14111,
T002818,P0064,2023-04-15,1,68.17,0,68.17,Online,2817,
T034826,P0767,2023-12-22,1,47.46,30,33.22,ONLINE,34825,
T030604,P0672,2023-04-04,1,79.54,0,79.54,Store_A,30603,
T035557,P0783,2023-06-16,1,70.64,30,49.45,Store_B,35556,
T019528,P0431,2024-08-05,1,24.73,0,24.73,Store_B,19527,
T034570,P0761,31-Aug-2024,1,28.93,30,20.25,Online,34569,
T025689,P0563,2023-04-06,1,21.99,0,21.99,Store_B,25688,
T027539,P0604,2024-05-20,1,89.56,0,89.56,Store_A,27538,
T024880,P0546,2024-09-12,1,83.81,0,83.81,STORE_B,24879,
T006204,P0139,2024-12-26,1,76.09,30,53.26,Store_C,6203,
T021989,P0486,2024-09-16,1,36.2,0,36.2,store_b,21988,
T027295,P0600,2024-02-19,1,69.05,0,69.05,Store_C,27294,
T001991,P0046,2023-09-05,1,31.93,0,31.93,Store_A,1990,
T033865,P0744,2023-10-17,1,39.52,0,39.52,Store_A,33864,
T000849,P0019,2023-09-11,1,70.21,10,63.19,Store_A,848,
T009132,P0204,2024-04-09,1,77.63,20,62.1,Store_A,9131,
T005707,P0129,2023-07-08,1,86.8,10,78.12,Store_A,5706,
T024270,P0532,2023-07-22,1,64.24,30,44.97,Store_A,24269,
T021022,P0464,2023-07-20,1,79.04,30,55.33,Online,21021,
T001906,P0044,2024-04-03,2,50.19,0,50.19,Online,1905,
T010462,P0232,2024-06-30,1,61.16,30,42.81,Store_C,10461,
T002343,P0053,2023-10-06,1,133.62,30,93.53,Online,2342,
T028679,P0629,2024-10-05,1,71.65,30,50.16,Store_A,28678,
T031875,P0701,2023-10-03,2,29.12,0,29.12,Store_B,31874,
T009750,P0218,2023-11-17,1,47.92,0,47.92,Online,9749,
T013382,P0298,2024-07-06,1,27.08,30,18.96,Store_B,13381,
T009802,P0219,2023-09-08,2,26.66,0,26.66,Store_B,9801,
T001238,P0028,2023-12-01,1,41.32,20,33.06,Online,1237,
T003961,P0088,2023-11-11,1,18.87,20,15.1,Store_B,3960,
T017561,P0388,2024-03-15,1,80.06,10,72.05,OnLine,17560,
T002636,P0059,2024-08-25,2,128.86,20,103.09,Store_B,2635,
T004110,P0091,2024-04-18,1,52.33,30,36.63,Store_A,4109,
T025269,P0553,2024-06-09,2,40.88,20,32.7,Store_C,25268,
T029642,P0650,2023-10-04,1,80.27,10,72.24,Store_A,29641,
T022747,P0501,2024-01-18,2,56.72,30,39.7,Online,22746,
T017178,P0380,2024-04-13,1,80.18,0,80.18,Online,17177,
T009539,P0213,2024-12-08,2,53.39,20,42.71,Store_B,9538,
